Recipe,Question,label
"Mix cream cheese and ¾ cup kimchi in a medium bowl.
Toss scallions and cilantro in a small bowl to combine. Squeeze in juice from lime, season with salt, and toss again.
Smear kimchi cream cheese over each slice of bread. Top with scallion salad and more kimchi (if using). Drizzle with chili oil; sprinkle with sesame seeds.",Do you put the cilantro on the bread?,0
"Combine the vermouth, lemon juice, simple syrup, and 2 of the orange slices in a cocktail shaker and muddle to break down the orange. Add ice cubes to fill the shaker three-quarters full, cover, and shake to chill, about 15 seconds.
Fill a rocks glass with ice cubes and strain the cocktail over the ice. Garnish with the remaining orange slice.",Do you put the vermouth in the cocktail?,0
"Whisk vinegar, olive oil, lime juice, soy sauce, sesame seeds, mild red pepper flakes, and sesame oil in a small bowl to combine. Set dressing aside.
Cook noodles in a large pot of boiling salted water according to package directions. Drain and rinse under cold water to stop the cooking. Transfer to a large bowl, add half of reserved dressing, and toss to coat.
Divide noodles among bowls. Top with vegetables and drizzle with remaining dressing.",Are noodles and vinegar the same thing?,0
"Prepare a grill for high heat. Toss mushrooms and 3 Tbsp. oil in a large bowl to coat. Grill, turning occasionally with tongs, until lightly charred, 2–6 minutes (depending on size and type). Return to bowl; season with salt.
Whisk vinegar, Aleppo-style pepper, oregano, garlic, and remaining 4 Tbsp. oil in a small bowl to combine; season vinaigrette with salt and black pepper. Pour over mushrooms and toss to coat. Add Parmesan, olives, and Peppadew peppers; gently toss to combine.",Is the puffed mushrooms the same as the peppadew?,0
"Toast pistachios in a dry small skillet over medium-low heat, tossing occasionally, until browned in spots, about 5 minutes. Let cool, then finely chop.
Gently mix pistachios, prunes, garlic, parsley, mint, tarragon, kimchi brine, and vinegar in a medium bowl to combine; season with salt. Whisk in oil, then taste and season spoon sauce with more salt if needed.",Are pistachios and prunes the same thing?,0
"Combine salt and 3 quarts water in a large pot; stir until salt is dissolved. Add corn; let sit at room temperature at least 2 hours, or cover and chill up to 12 hours.
Prepare a grill for high heat. Drain corn and grill until husks are lightly charred all over, about 15 minutes. Wrap in a clean towel and place in a cooler. Let steam at least 15 minutes and up to 3 hours.",Does grilling corn in a teh grill thaw dry?,0
"To make a honey syrup, in a small bowl or jar, combine the honey with 1 1⁄2 ounces water.
In a cocktail shaker, combine the mezcal, lemon juice, and 3⁄4 ounce of the honey syrup (save the remaining honey syrup for another cocktail). Fill the shaker three-quarters of the way with ice and shake vigorously for 10 seconds if serving on the rocks or 15 seconds if serving “up.” Strain into an ice-filled double old-fashioned glass or bucket glass, or serve up with no ice.",Is honey syrup and honey the same thing?,0
"Put the large ice cube in an old-fashioned glass. Muddle the serrano chile with the cilantro leaves in a cocktail shaker. Add the mezcal, pineapple juice, simple syrup, lime juice, and ice cubes. Shake vigorously and strain over the large ice cube in the glass. Garnish with the pineapple leaf.",Is there anything more than pineapple in a cocktail?,0
"With a sharp paring knife, cut a disc of skin from the lime about the size of a silver dollar, taking as little of the pith and actual flesh of the lime as possible. In a rocks glass, muddle the lime disk with cane or simple syrup, then top with rhum. Stir well to mix.",Is it possible to eat the flesh off a lime?,0
"Whisk the garlic, vinegar, mustard, hot sauce, honey, 1/4 teaspoon salt, and ¼ teaspoon pepper in a large bowl until smooth. While whisking, add the oil in a slow, steady stream. Whisk until emulsified.
Add the peas, cucumbers, onion, tomatoes, dill, and 1/2 teaspoon salt. Toss until well mixed. You can serve this right away or let it sit at room temperature for up to 1 hour.
DO AHEAD: The salad can be refrigerated for up to 1 day.",Can you make a salad with dill and pepper?,0
"Dissolve a spoonful of salt in a large bowl of ice and water. Add the radishes and let sit for a few minutes to crisp.
Whisk the vinegar, oil, and 1 teaspoon salt in a large bowl. Drain the radishes and add to the bowl, along with the onion and watermelon.
Gently toss with your hands to coat evenly.
Spread on a serving platter, grind pepper all over, and top with the mint.",Is the watermelon and onion the same thing?,0
"In a large saucepan, bring 2 quarts water, the hibiscus, ginger, cinnamon, cloves, and orange and lemon zests to a boil over medium heat. Boil for 5 minutes. Remove from the heat. Add the lemon juice, cover tightly, and let stand for 1 to 2 days at room temperature. Strain and discard the solids. Sweeten to taste with demerara sugar, honey, or agave nectar. Chill thoroughly. Serve over ice and garnish with mint.",Does the orange juice in hibiscus cake have to be sweet?,0
"Toast pistachios in a medium skillet over medium heat, shaking and tossing often, until golden brown, about 4 minutes. Transfer to spice mill or mortar and pestle and let cool.
Add nutritional yeast and salt to pistachios and grind or pound until the texture of coarse meal. Transfer to a small bowl and mix in Aleppo-style pepper, dill, sugar, onion powder, and garlic powder.
Serve dip with crudités.
Do Ahead: Ranch Fun Dip can be made 2 weeks ahead. Store airtight at room temperature.",Is ranch fun dip the same as ranch dip?,0
"Put the limes, water, and sugar in a blender and pulse 3 to 4 times, just enough to extract the juice from the limes but not crush the skins (which would make the drink too bitter). Strain through a fi ne-mesh sieve into a pitcher. Taste and add more sugar if you like.
Whisk in the chia seeds and refrigerate for at least 30 minutes, until completely chilled. Stir before serving, then serve over ice.",Do you want to crush the skins in this drink?,0
"Peel the beets. Cut them into chunks and pass them through a juicer.
Combine the water and sugar in a pitcher and stir until the sugar has dissolved. Add the beet juice.
Refrigerate until completely chilled. Add the apple, banana, orange, and lettuce, then stir in the lime juice (which will help prevent the fruit from browning). Serve chilled over ice, if desired.
Alternately, divide the mixed diced fruit among the glasses; place the beet water in a pitcher for guests to pour over.",Does the fruit in a pint glass brown?,0
"Stir the sugar and water together in a large pitcher until the sugar dissolves. Measure out 1 cup. Puree the fruit and the 1 cup sugar water in a blender. Pour the mixture through a fine-mesh strainer back into the pitcher with the sugar water, mashing with a whisk or wooden spoon to eliminate any pulp.
Taste and add more sugar, if desired. Serve over ice, with a lemon or lime wedge, if desired.",Is lemon juice and water the same thing?,0
"Combine honey, rosemary, and 2 Tbsp. water in a small saucepan over medium heat; season with salt. Bring to a simmer, stirring to dissolve honey, then cook, swirling pan occasionally, until slightly thickened and fragrant, about 2 minutes. Stir in vinegar and cook 1 minute to evaporate some of the vinegar. Remove from heat and stir in onion. Let cool in pan.
Do ahead: Agrodolce can be made 1 week ahead. Let cool, then cover and chill. Bring to room temperature and stir to combine before using.",Is arodolce and onion the same thing?,0
"In a deep container, combine the cashews, rice, cinnamon stick, 4 tablespoons sugar, and the water. Cover and refrigerate for at least 8 hours and up to overnight.
Transfer all of the ingredients to a blender and blend until smooth. Strain the mixture through a fine-mesh sieve (discard the solids). If desired, add more sugar to taste. Serve over ice.",Is cashew milk and cashmere rice the same thing?,0
"In a dry small saucepan or frying pan, toast the cacao beans until browned on both sides and fragrant, 5–8 minutes. In a large pitcher, combine the cacao beans and coconut water. Cover and refrigerate for 2 days. Strain through a fine-mesh sieve (discard the cacao beans). Serve over ice.",Do you stir in the cocoa powder in a pitcher?,0
"Rim half of a rocks glass with kosher salt. Muddle jalapeño in base of cocktail shaker. Add maple syrup, lemon, and tequila. Shake vigorously with ice.
Fill rimmed glass with fresh ice. Double strain cocktail (to remove any pepper bits) into prepared glass. Garnish with lemon slice.",Do you need to shake the jalapeo in a cocktail shaker?,0
"Put the potatoes in a large pot and add enough cold water to cover them by 1 inch. Add a pinch of salt. Bring to a boil and cook until the potatoes are tender but not mushy, about 15 minutes. Drain. Set aside until cool enough to handle.
While the potatoes are still warm, cut them into quarters and place them in a large bowl. Add the onion, relish, mayonnaise, and eggs. Toss until well combined. Taste and season with salt and pepper.
Cover and chill until ready to serve, at least 1 hour or up to overnight.",Do the tahini potatoes have to be boiled to eat?,0
"Preheat oven to 160°C (325°F). Line a 10cm x 21cm (4-inch x 8-inch) loaf tin with non-stick baking paper.
Place the chia seeds, psyllium husks, quinoa and water in a large bowl and mix to combine. Allow to stand for 15 minutes.
Add the sunflower seeds, flax seeds, almonds, oil, maple syrup and salt and mix well to combine. Pour the mixture into the tin.
Bake for 1 hour 30 minutes or until firm to the touch. Allow to cool in the tin before turning out and slicing to serve.",Do you use maple syrup in a muffin tin?,0
"Bring 9 cups water to a boil in a medium pot over high. Add salt and reduce heat to medium-low. Stirring constantly with a wooden spoon, gradually stream in polenta. Cook, stirring often, until thick and creamy, 30–35 minutes. Remove from heat and stir in Parmesan and pepper.",Is polenta and parmesan the same thing?,0
"Using a vegetable peeler, shave the carrots into long, thin slices, watching out for your fingers. Soak, along with any remaining carrot nubs, in a bowl of ice water until the slices curl, about 15 minutes. Drain and pat dry.
In a large salad bowl, whisk together the oil, lemon juice, ginger, honey, and ⅛ teaspoon salt. Add the carrots, parsley, half the almonds, and half the dates and toss to combine. Adjust the salt to taste.
Top the salad with the remaining almonds and dates and serve.",Do you have to peel the carrots in the dressing?,0
"Toast coriander seeds in a small skillet over medium-high heat, tossing occasionally, until fragrant and slightly darkened in color, about 2 minutes. Transfer to a spice mill or mortar and pestle and let cool; coarsely grind. Transfer to an airtight container and mix in vinegar powder, dried dill, salt, celery seeds, and mustard powder; cover.
Do ahead: Spice mix can be made 3 months ahead. Store at room temperature.",Can i make spice mix in advance?,0
"Heat oil, garlic, sesame seeds, mustard seeds, cumin seeds, pink peppercorns, and red pepper flakes in a small saucepan over medium-high until oil is sizzling and bubbling, about 2 minutes. Immediately reduce heat to low and continue to cook, stirring constantly, until garlic is golden brown and spices are fragrant, about 5 minutes. Remove from heat and stir in salt, paprika, and maple syrup. Let cool. Transfer to an airtight container.
Do ahead: Spice oil can be made 1 month ahead. Cover and chill.",Do you need to cook garlic in oil until golden brown?,0
"Soak the musir in water for 3 to 24 hours in the fridge. Drain, rinse in cold water, and pat dry. Inspect the soaked musir, cutting out any stems that remain hard after soaking, and chop finely.
In a mixing bowl, combine the chopped musir with the yogurt, salt, pepper, and mint. Mix well.
Add the garnish if you like and serve as an appetizer or an accompaniment.",Is there a difference between musir and limoncello?,0
"In a medium bowl, combine the oats and 4 cups cold water and stir to combine. Allow to soak at room temperature for up to 1 hour.
Drain the oats (discarding the water) and rinse them. Transfer the oats to a blender, add 4 cups fresh water, and the salt and/or sweetener, if using. Blend until completely smooth, about 2 minutes. Strain through a fine-mesh sieve and chill. Keeps up to 5 days in the refrigerator. Shake before using.",Do oats need to be soaked in water?,0
"Place a rack in top third of oven; preheat to 425°F. Place shallots, green beans, and peppers in a shallow 3-qt. baking dish. Drizzle with vinegar, oil, and 1 Tbsp. curry paste. Using your hands, toss to combine.
Season chicken on all sides with salt and rub with remaining ¼ cup curry paste. Nestle chicken pieces, skin side up, into shallot mixture in baking dish. Roast, basting chicken with pan juices halfway through, until chicken is cooked through and golden brown on top, 35–40 minutes.",Is the curry paste the same as curry powder?,0
"Blend chiles, lemongrass, shallots, garlic, galangal, makrut lime zest, basil, fingerroot (if using), shrimp paste, and ½ cup water in a blender on high speed, scraping down sides and adding more water if needed, until paste is the consistency of a thick salsa.
DO AHEAD: Curry paste can be made 5 days ahead. Transfer to an airtight container; cover and chill, or freeze up to 2 months.",Is curry paste the same as curry sauce?,0
"Preheat oven to 425°F. Gently mix scallions, garlic, ginger, chicken, rice, oil, hawaij, and 1 tsp. Diamond Crystal or ½ tsp. Morton kosher salt in a medium bowl (don’t overwork). Form mixture into 12 balls. Place on a rimmed baking sheet and bake until lightly browned and cooked through, about 15 minutes.
Toss onion, pickles, cucumbers, parsley, and lemon juice in a medium bowl to combine; season salad with salt.
Spread hummus on plates; top with meatballs and salad. Serve with lemon.",Is hummus the same as chicken n chips?,0
"Pour absinthe into a chilled rocks glass and swirl around the glass's interior to rinse it; set aside.
Combine all remaining ingredients in a mixing glass with ice. Stir until very well chilled, then strain into the prepared rocks glass without ice. Spritz a 1-inch round of grapefruit peel, skin side down, over the surface of the drink and discard.",Does absinthe have alcohol in it?,0
"Heat coconut milk, cocoa powder, honey, salt, 3 Tbsp. rose petals, and 2 cups water in a medium pot over medium, whisking constantly, until cocoa powder is dissolved, about 5 minutes. As soon as it starts bubbling, reduce heat to maintain a gentle simmer and cook, stirring occasionally, until flavors have infused, about 10 minutes. Stir in vanilla.
Strain cocoa through a fine-mesh sieve into 2 large mugs. Serve topped with more rose petals.",Do you put the rose petals in the chocolate?,0
"In a small saucepan or skillet, combine the tomatoes, soy sauce, olive oil, and many grinds of black pepper. Place over low heat and cook for 5 to 7 minutes, just until the tomatoes start to soften and juices collect in the pan.
Carefully cut the tofu into 2 wide slabs (or 4 smaller ones) and place on plates or in shallow bowls. Divide the warm tomatoes on top. Add a judicious drizzle of toasted sesame oil, then sprinkle with scallions and basil, if using. Serve immediately.",Is the tofu in the chile sauce the same as the sauce?,0
"Set a steamer basket in a large pot filled with 1"" water, cover pot, and bring water to a boil. Add broccoli to steamer basket, cover pot, and steam broccoli until crisp-tender, about 5 minutes.
Meanwhile, whisk soy paste and 2 Tbsp. water in a large bowl.
Arrange broccoli on a platter and drizzle sauce over.",Is it good to steam broccoli in a pot?,0
"Put all the ingredients in a blender and process at high speed, stopping occasionally to stir the ingredients together. Continue blending at high speed, adding more crushed ice to achieve the desired consistency. Serve garnished with the frozen orange half wheels.",Do you have to add ice to the lemon curd?,0
"Toast cassia, star anise, cloves, sand ginger (if using), Sichuan peppercorns, licorice root, black peppercorns, and white peppercorns (if using) in a small skillet over medium, tossing once, until fragrant, about 3 minutes. Let cool; grind to a powder in spice mill or coffee grinder.
Do Ahead: Five-Spice Powder can be made 1 month ahead. Store airtight at room temperature.",Do you need to grind the sand ginger in five spice powder?,0
"Place the onion, garlic, tomato, black peppercorns, green chilli, chilli powder and curry leaves in a food processor and blitz until you have a fine paste.
Place the paste in a medium bowl and add the coconut, Maldive fish (if using) and mix well by hand. Then add the lime juice and salt to taste, mixing well. A few crushed curry leaves can be used as a garnish. Pictured left.",Do you have to use coconut milk to make the curry?,0
"Bring 3 quarts water to a boil in a medium pot. Remove from heat and add tea bags, honey, and 6 mint sprigs. Cover and let sit 8 minutes. Using a slotted spoon, remove tea bags and mint, gently pressing with a spoon to extract as much liquid as possible.
Meanwhile, slice 4 lemons in half and squeeze juice into a small bowl. Slice remaining 2 lemons into rounds; remove seeds. Add lemon juice, lemon slices, and remaining 6 mint sprigs to hot toddy. Ladle into mugs.",Do you want to boil water in a tea pot?,0
"In a large skillet over medium-high heat, heat the coconut oil. Add the broccoli, carrots, red pepper, and peas and sauté until tender, 6 to 8 minutes.
Whisk the coconut aminos, almond butter, and water in a small bowl.
Add the shirataki noodles and amino blend to the skillet and mix to incorporate. Top with the green onions and sesame seeds.",Is shirataki noodles the same as kobe?,0
"Bring cinnamon sticks, ginger, cloves, pomegranate juice, and sugar to a boil in a medium saucepan. Cook until reduced to 1½ cups, about 40 minutes. Strain syrup through a fine-mesh sieve into a heatproof measuring glass; discard solids. Let cool.
To serve, pour 1 oz. pomegranate syrup into a tall ice-filled glass. Top off with club soda and stir to combine; garnish with a lemon twist.
Do Ahead: Syrup can be made 10 days in ahead. Chill in an airtight container.",Is pomegranate syrup the same as club soda?,0
"Purée apples, parsley, 5 celery stalks, and 3 cups water in batches in a blender. Strain through a fine-mesh sieve into a pitcher, gently pressing with a spoon to extract as much liquid as possible (alternatively, run apples, parsley, and celery through a juicer and mix with 3 cups water). Stir in vinegar, salt, and ¼ tsp. pepper and add more celery stalks.
To serve, pour 4 oz. juice into an ice-filled glass and sprinkle with pepper.",Is the celery in apple cider vinegar?,0
"Toss daikon and ½ tsp. salt in a medium bowl; let sit 30 minutes. Transfer to a dish towel and squeeze out excess moisture.
Meanwhile, whisk chile, garlic, oil, vinegar, sugar, and remaining ¼ tsp. salt in a large bowl and let sit 30 minutes.
Add daikon to bowl and massage dressing into daikon. Let sit at least 30 minutes and up to 6 hours (cover and chill if holding longer than 1 hour).
To serve, stir in desired amount of chili crisp if using and top with sesame seeds.",Does the dressing need to be cold?,0
"Set the racks in the upper and lower thirds of the oven and preheat it to 425°F.
Line two large rimmed baking sheets with parchment paper. Divide the broccoli between the sheets, arranging them in a single layer. Drizzle each sheet of broccoli with ¼ cup oil, then season each with ½ teaspoon salt and a few grinds of pepper. Roast, stirring once and rotating the sheets halfway through, until the broccoli is crispy and charred in spots, 35 to 40 minutes. Taste and adjust the seasoning, if desired.",Do you want to brown the broccoli in the oven?,0
"Pour the gin and oyster liquor into a cocktail shaker filled with ice. Shake well and let sit for 30 seconds, or longer for a weaker drink.
Run the lemon peel around the rim of a martini glass. Strain the gin into the glass, then twist the peel over the glass to release a drop of lemon oil.
Drop in the oyster and serve.",Is the lemon peel part of the gin?,0
"Rinse a chilled cocktail glass with absinthe and discard the excess liquid. Combine the remaining liquid ingredients in a mixing glass filled with ice and stir until chilled, about 30 seconds. Strain into the waiting cocktail glass. Garnish with the orange twist and cherry.",Does the absinthe in the cocktail have any alcohol in it?,0
"Toss salmon, peppercorns, lemon zest, and paprika in a medium bowl until combined. Gently fold in crème fraîche until combined (the mixture should be loose—don’t press it together and don’t chill it). Transfer to a serving bowl. Serve with potato chips alongside.",Is crème fraîche and salmon the same thing?,0
"Combine rye, Campari, vermouth, scotch, and 1/2 cup plus 1 Tbsp. water in a quart-size jar. Seal and freeze at least 2 hours and up to 2 weeks.
To serve, gently turn jar to mix. Place ice in a rocks glass and pour in cocktail. Squeeze oils from orange twist over, rub peel around rim of glass, then garnish glass with peel.",Do you need to freeze the rye vodka?,0
"Mix honey and 2 Tbsp. boiling water in a quart-size jar. Stir to dissolve honey; let cool. Stir in mezcal, orange liqueur, bitters, and 1/2 cup plus 1 Tbsp. water. Seal and freeze at least 2 hours and up to 2 weeks.
To serve, turn jar gently to mix. Place ice in a rocks glass and pour in cocktail. Squeeze oils from orange twist over, rub peel around rim of glass, then garnish glass with peel.",Does the honey in an orange twist melt in your mouth?,0
"Preheat the oven to 400°F.
Arrange the vegetables and nuts on a large baking tray, drizzle with the olive oil, season with salt and pepper, and toss to coat. Bake in the oven for 45 minutes, tossing everything halfway through so the ingredients cook evenly, until the vegetables are tender and the nuts are toasted.
Combine the persillade ingredients in a bowl with some salt and pepper. Remove the roasted vegetables and nuts from the oven, transfer to serving bowls, and dollop the persillade over the top.",Do i need to add more olive oil to roasted vegetables?,0
"Place the oil in a medium saucepan over medium heat. Add the onion and thyme and cook for 1–2 minutes or until just golden. Add the cherries, orange rind, liqueur, vinegar, sugar, salt and pepper and stir to combine. Bring to the boil and cook for 30–35 minutes or until reduced and glossy. Allow to cool completely at room temperature.",Does the cherries have to be cooked in order to taste?,0
"In old-fashioned glass, add ice and set aside. In another, combine sugar, bitters, and water. Muddle until sugar is completely dissolved. Add rye whiskey, fill with ice, and stir well, about 15 seconds. From first glass, discard ice, then add Herbsaint. Holding glass horizontally, turn it so that Herbsaint completely coats the interior. Discard any excess. Strain contents of second glass into chilled glass. Twist lemon peel directly over drink to release essential oils, and serve.",Do you put lemon peel in a pitcher of rye whiskey?,0
"Blend herbs, oil, lime juice, garlic, salt, and 2 Tbsp. almonds in a blender or food processor until a smooth pesto-like sauce forms. Taste and add more lime juice, garlic, and/or salt if desired—you want the sauce to be well seasoned.
Toss rice with 3/4 cup sauce in a medium bowl. Add avocado and scallion and gently toss again.
Divide rice mixture among shallow bowls. Top each with egg and tomato, dividing evenly. Drizzle some remaining sauce over. Top with remaining 2 Tbsp. almonds.",Does the wilted scallion make the sauce?,0
"If using fresh za’atar or oregano, arrange it on a towel-lined plate and microwave in 15-second intervals, stirring between intervals, until dry and crumbly, 2 to 2 1/2 minutes.
Crumble the leaves by hand or in a spice grinder until almost fine (the way dried herbs look), then combine in a medium bowl with the marjoram, sesame seeds, thyme, sumac, and salt. Store in an airtight container for up to 3 months.",Is the za'atar from tehle in the microwave?,0
"Mix butter, miso, chile, and ginger in a small bowl until smooth.
Heat a large skillet, preferably cast iron, over medium-high. Toss beans with oil in a medium bowl, then transfer to skillet and cook, tossing occasionally, until charred in spots and crisp-tender, about 4 minutes.
Spread miso butter on a platter. Arrange beans over; their residual heat will melt the butter into a saucy dressing. Sprinkle with sesame seeds and squeeze some lime wedges over.",Do you need to add miso to a slaw?,0
"Cook oil, shallot, garlic, and red pepper flakes in a small saucepan over medium heat, stirring occasionally, until shallots and garlic begin to turn golden, 7–9 minutes. Remove from heat and mix in anchovies, if using (they’ll dissolve in the oil quickly), and basil.
Toss tomatoes with vinegar and a pinch of kosher salt in a medium bowl. Transfer to a platter and pour warm dressing over. Finely grate lemon zest on top and sprinkle with sea salt.",Do you have to whisk the anchovies with vinegar?,0
"Combine vegetables and onion in a medium bowl; season generously with salt. Let sit until they start to release their water, 8–10 minutes, then begin to massage, gently at first so they don’t break, then harder as they begin to expel their liquid, until softened to about the texture of coleslaw. Pour off all excess liquid and add vinegar and oil; toss to coat. Taste and season with more salt if needed.
Do Ahead: Slaw can be made 3 days ahead. Cover and chill.",Can you make coleslaw the night before?,0
"Preheat broiler.
Cook shallot and garlic in 3 Tbsp. oil in a 12-inch skillet over medium heat, stirring, until softened, about 2 minutes. Add tomatoes, red peppers, and 1 tsp. each kosher salt and pepper and cook, stirring, until tomatoes are softened and juicy, about 5 minutes.
Transfer mixture to a 1 1/2–2 qt shallow baking dish and arrange cheese over top and drizzle with remaining 1 Tbsp. olive oil. Broil until cheese is softened and lightly charred, 3–5 minutes.",Do you want to cook the red peppers in olive oil?,0
"Stir herbs into butter and let stand at room temperature while preparing corn.
Prepare grill for direct-heat cooking over medium-hot charcoal (medium high for gas).
Pull husks back from corn, covered only if using a gas grill, turning frequently, until tender, 15 to 18 minutes.
Serve with basil butter and salt.",Does the corn in corn have to be cooked to cook?,0
"Whisk together vinegar, mustard, thyme, garlic, and 1/2 tsp each of kosher salt and pepper, then whisk in oil in a slow stream until well-blended.
Cook beans in a large pot of well-salted boiling water until tender, 7 to 10 minutes. Drain, then toss with dressing and season with salt and pepper. Serve warm or at room temperature.",Is vinegar and mustard the same thing?,0
"In a saucepan set over medium-high heat, warm a couple of popcorn kernels with the coconut oil. Put a lid on the saucepan and wait for the initial kernels to pop. This lets you know the heat is just right. When the pan is hot enough, add the remaining kernels and replace the lid on the pan.
Carefully shake the saucepan as the kernels pop. When they are all popped, transfer the popcorn to a bowl and toss it with the salt. Add any of the extra flavor options that you and your friends might like!",Is there such a thing as popped popcorn?,0
"Heat coconut oil, peppercorns, coriander seeds, cumin seeds, and turmeric in a small saucepan over medium until fragrant, about 3 minutes. Let turmeric oil cool slightly.
Arrange watermelon, tomato, and feta on a platter. Drizzle turmeric oil evenly over and sprinkle with salt.",Do cumin seeds in watermelon melt in oil?,0
"Scoop out seeds from melon half and place, cut side down, on a cutting board and remove rind by slicing down along the curve of the melon with a sharp knife, rotating as you go. Cut in half again, then very thinly slice each piece crosswise on a mandoline (to make half-moons) or use a vegetable peeler to make ribbons.
Toss melon, peas, ricotta, and tarragon on a platter. Drizzle with some oil, squeeze some lemon juice over, and sprinkle with salt and Aleppo-style pepper.",Do you want a melon to be half moon?,0
"Combine tomatoes, tuna, olives, parsley, pepper, 3 Tbsp. oil, and 1 tsp. salt in a large bowl.
Cook spaghetti in a large pot of boiling salted water, stirring occasionally, until al dente. Drain and add to tomato mixture. Stir vigorously and add more oil as needed to fully coat. Season with salt.
Transfer pasta to a serving bowl or platter. Drizzle with lemon juice and serve.",Is tuna pasta and tomato sauce the same?,0
"Melt butter in a small saucepan over medium heat. Add anchovies and cook, breaking them up with a wooden spoon, until dissolved, about 5 minutes.
Combine zucchini ribbons, Parmesan, red pepper flakes, and anchovy butter in a large serving bowl. Serve immediately.",Do they eat the zucchini with red pepper flakes?,0
"Whisk ginger, miso paste, 3 Tbsp. mirin, 3 Tbsp. vinegar, 1 Tbsp. soy sauce, and 1/4 tsp. salt in a large bowl.
Cook soba noodles according to package directions. Drain noodles, rinse with cold water, then add to ginger mixture. Season with more mirin, vinegar, soy sauce, and salt, if needed.
Transfer noodles to a serving bowl or platter and top with radishes, scallions, and tofu. Serve immediately.",Does soba noodles have to be cooked to eat?,0
"In a bowl, soak the wakame in warm water for 5 to 10 minutes. Drain in a colander. Combine the seaweed and cucumber in a bowl. In another bowl, whisk together the vinegar, coconut aminos, olive oil, lemon juice, ginger, and salt. Toss the vegetables with 2 tablespoons dressing. Taste and add more dressing if desired.",Do the cucumbers in the wakame dressing have dressing?,0
